UNITTYPE,DIAM,OWN,BOTNAME,LONGITUDE,LATITUDE
DECID,32,MISS,NORWAY MAPLE,-79.6600293227151,43.5399875195135
DECID,28,MISS,NORWAY MAPLE,-79.6767846656582,43.5399935171463
DECID,21,MISS,NORWAY MAPLE,-79.6268068660279,43.539994937058
DECID,14,MISS,COLUMNAR NORWAY MAPLE,-79.6772905905717,43.5400021634573
DECID,60,MISS,NORWAY MAPLE,-79.636670144505,43.5400028739213
DECID,22,MISS,NORWAY MAPLE,-79.6643682518808,43.5400036312714
CONFIR,30,MISS,COLORADO BLUE SPRUCE,-79.6761100575923,43.5400038886502
MULTI,30,MISS,SILVER MAPLE,-79.6571176171425,43.5400058460083
DECID,26,MISS,NORWAY MAPLE,-79.6362239480505,43.5400079063439
DECID,21,MISS,NORWAY MAPLE,-79.6271179441816,43.5400098385488
DECID,11,MISS,EUROPEAN BEECH,-79.6631833006538,43.5400104004797
DECID,28,MISS,HONEY LOCUST,-79.6801974842753,43.5400112701621
MULTI,9,MISS,RUSSIAN OLIVE,-79.6301249688068,43.5400131377757
DECID,5,MISS,NORWAY MAPLE,-79.6599992898127,43.540013459465
DECID,32,MISS,EUROPEAN MOUNTAIN ASH,-79.6312363233704,43.5400138445135
DECID,73,MISS,HONEY LOCUST,-79.6224313904997,43.5400298127112
DECID,18,MISS,SHAGBARK HICKORY,-79.6759214113827,43.540029935964
DECID,11,MISS,SUGAR MAPLE,-79.6257458141632,43.5400301780961
CONFIR,28,MISS,COLORADO BLUE SPRUCE,-79.676074124981,43.5400331918775
DECID,5,MISS,SUGAR MAPLE,-79.6634078794749,43.5400331918775
DECID,21,MISS,LINDEN,-79.6288440562019,43.5400337071832
DECID,34,MISS,SILVER MAPLE,-79.6286626942882,43.5400351333016
DECID,5,MISS,SUGAR MAPLE,-79.6635516099203,43.5400364477907
DECID,22,MISS,NORWAY MAPLE,-79.6269609478239,43.540044779722
DECID,25,MISS,HONEY LOCUST,-79.678760420466,43.540047163784
DECID,28,MISS,NORWAY MAPLE,-79.6591536110233,43.5400492841231
DECID,57,MISS,NORWAY MAPLE,-79.6614075134778,43.5400507575279
DECID,32,MISS,HONEY LOCUST,-79.6800238094777,43.5400518543522
DECID,36,MISS,NORWAY MAPLE,-79.6572147595259,43.5400569599175
MULTI,12,MISS,RUSSIAN OLIVE,-79.6300908720532,43.5400594604612
DECID,38,MISS,NORWAY SCHWENDLER MAPLE,-79.637360125872,43.5400605332152
DECID,29,MISS,NORWAY MAPLE,-79.661216549357,43.5400610369427
DECID,59,MISS,NORWAY MAPLE,-79.657460210372,43.540062273928
CONFIR,27,MISS,COLORADO BLUE SPRUCE,-79.6760561586753,43.5400624950905
MULTI,13,MISS,EUROPEAN MOUNTAIN ASH,-79.6260236470022,43.5400646719967
DECID,27,MISS,HONEY LOCUST,-79.6597537998751,43.5400657767382
DECID,103,MISS,BUR OAK,-79.6396069887793,43.5400667647251
DECID,6,MISS,ACCOLADE ELM,-79.6377411783093,43.5400737187232
DECID,31,MISS,NORWAY MAPLE,-79.6266401389034,43.5400768523474
DECID,6,MISS,DEBORAH MAPLE,-79.6461632317017,43.5400821106846
MULTI,11,MISS,RUSSIAN OLIVE,-79.6300672854661,43.5400843892873
DECID,24,MISS,HONEY LOCUST,-79.678893493028,43.5400861588432
CONFIR,43,MISS,AUSTRIAN PINE,-79.6365370088696,43.5400887158826
DECID,4,MISS,EUROPEAN MOUNTAIN ASH,-79.6589955203221,43.5400897490031
DECID,35,MISS,WHITE BIRCH,-79.6376426500262,43.540090372661
DECID,26,MISS,BLACK LOCUST,-79.6760292092168,43.5400950541995
DECID,27,MISS,NORWAY MAPLE,-79.6268608816305,43.5400963417993
DECID,6,MISS,COLUMNAR RED MAPLE,-79.6287741870095,43.5400964380593
DECID,22,MISS,LINDEN,-79.6634887278504,43.5400983101094
DECID,43,MISS,NORWAY MAPLE,-79.6613916427913,43.5401023453053
DECID,12,MISS,WEEPING MULBERRY,-79.6599119934882,43.5401100406664
DECID,42,MISS,NORWAY MAPLE,-79.6366122922308,43.5401149153188
DECID,30,MISS,SILVER MAPLE,-79.6632371995709,43.5401211014739
MULTI,11,MISS,RUSSIAN OLIVE,-79.6300416953624,43.540121269553
DECID,31,MISS,NORWAY MAPLE,-79.6598691089773,43.5401238544625
MULTI,11,MISS,MANITOBA MAPLE,-79.6265879446896,43.5401242171339
DECID,43,MISS,SILVER MAPLE,-79.6629677049856,43.5401276132908
DECID,24,MISS,NORWAY MAPLE,-79.6592304457402,43.5401287911827
DECID,24,MISS,NORWAY MAPLE,-79.6741657097915,43.5401295682891
DECID,44,MISS,BLACK LOCUST,-79.6759842934525,43.5401308691989
DECID,7,MISS,EUROPEAN MOUNTAIN ASH,-79.6590600821904,43.5401310248315
CONFIR,40,MISS,AUSTRIAN PINE,-79.6599214183065,43.540131580927
DECID,24,MISS,HONEY LOCUST,-79.6801476984762,43.5401317106171
DECID,5,MISS,SILVER MAPLE,-79.6233591016439,43.5401322001427
MULTI,11,MISS,MANITOBA MAPLE,-79.626614082832,43.5401341655537
CONFIR,20,MISS,COLORADO BLUE SPRUCE,-79.6573045306883,43.5401390513334
DECID,79,MISS,BUR OAK,-79.6394689413403,43.5401400359502
DECID,25,MISS,LINDEN,-79.6285547230784,43.5401406266413
DECID,17,MISS,NORWAY MAPLE,-79.6596768751785,43.5401411396227
DECID,35,MISS,NORWAY MAPLE,-79.6378213415929,43.5401415744731
DECID,6,MISS,ACCOLADE ELM,-79.6773111472841,43.5401432256051
DECID,46,MISS,NORWAY MAPLE,-79.6573469922185,43.5401443222393
DECID,22,MISS,NORWAY MAPLE,-79.6611196365977,43.5401503932012
MULTI,12,MISS,RUSSIAN OLIVE,-79.6300162397718,43.5401522087177
MULTI,7,MISS,EASTERN WHITE CEDAR,-79.6380749368339,43.5401534200843
DECID,20,MISS,LINDEN,-79.664411566025,43.5401553163167
DECID,5,MISS,IVORY SILK JAPANESE LILAC,-79.6234310954842,43.5401558474927
DECID,34,MISS,NORWAY MAPLE,-79.6368660960561,43.5401559393936
CONFIR,24,MISS,COLORADO BLUE SPRUCE,-79.6366428542433,43.5401648023845
CONFIR,28,MISS,COLORADO GREEN SPRUCE,-79.6759932766054,43.5401666841772
DECID,24,MISS,HONEY LOCUST,-79.6799536841592,43.5401684582186
DECID,61,MISS,SILVER MAPLE,-79.6258447830058,43.5401740828341
DECID,99,MISS,WHITE OAK,-79.6398035443373,43.5401767927422
DECID,5,MISS,EUROPEAN MOUNTAIN ASH,-79.6591016460058,43.5401768030377
CONFIR,40,MISS,COLORADO BLUE SPRUCE,-79.639965027235,43.5401787140768
DECID,35,MISS,NORWAY MAPLE,-79.6371376134297,43.5401798862115
DECID,12,MISS,NORWAY MAPLE,-79.6773666456245,43.5401806945505
DECID,27,MISS,NORWAY MAPLE,-79.6613038229663,43.5401835244173
DECID,22,MISS,LINDEN,-79.6286757808356,43.540184038045
MULTI,10,MISS,RUSSIAN OLIVE,-79.6299875138804,43.5401854497494
DECID,17,MISS,DEADOO,-79.6297400206893,43.5401884260624
DECID,34,MISS,BLACK LOCUST,-79.6760112429111,43.5401894755159
DECID,39,MISS,NORWAY MAPLE,-79.6598512972759,43.540190366087
DECID,41,MISS,NORWAY MAPLE,-79.6576439075489,43.5401954409241
MULTI,23,MISS,FLOWERING CRAB APPLE,-79.6234549157536,43.5401969229091
DECID,4,MISS,IVORY SILK JAPANESE LILAC,-79.6224951300369,43.5401985072731
DECID,34,MISS,NORWAY MAPLE,-79.6593204512521,43.5402060215483
DECID,8,MISS,BUR OAK,-79.62968192298,43.5402069083756
DECID,24,MISS,HONEY LOCUST,-79.6786009271613,43.5402091050506
DECID,33,MISS,NORWAY MAPLE,-79.637891834966,43.540210125314
DECID,107,MISS,WHITE OAK,-79.6397276133755,43.5402123558503
MULTI,21,MISS,SUGAR MAPLE,-79.6574666038873,43.5402147885454
CONFIR,33,MISS,COLORADO GREEN SPRUCE,-79.6629766881385,43.5402155227496
DECID,12,MISS,RUSSIAN OLIVE,-79.6299537431069,43.5402173697369
DECID,8,MISS,EUROPEAN MOUNTAIN ASH,-79.6591400983193,43.5402177725551
DECID,20,MISS,LINDEN,-79.6651269217719,43.5402198575214
CONFIR,32,MISS,COLORADO BLUE SPRUCE,-79.6400086170373,43.5402218220814
DECID,24,MISS,NORWAY SCHWENDLER MAPLE,-79.6652840119042,43.5402245730963
DECID,22,MISS,LINDEN,-79.6644340319464,43.5402253606321
DECID,23,MISS,NORWAY MAPLE,-79.6595800637637,43.5402258136236
DECID,10,MISS,RED OAK,-79.6224088454255,43.5402262806098
CONFIR,38,MISS,SCOTCH PINE,-79.6232221436239,43.5402274348365
DECID,52,MISS,NORWAY MAPLE,-79.6373183008999,43.5402303922763
DECID,6,MISS,IVORY SILK JAPANESE LILAC,-79.622130316427,43.5402332784321
DECID,27,MISS,HONEY LOCUST,-79.6649440153758,43.540235189516
DECID,21,MISS,NORWAY MAPLE,-79.6610194342963,43.5402373697771
CONFIR,45,MISS,COLORADO BLUE SPRUCE,-79.638173897568,43.5402385172908
DECID,27,MISS,HONEY LOCUST,-79.6787606679163,43.5402398546199
DECID,34,MISS,HONEY LOCUST,-79.6655939578275,43.5402407972927
CONFIR,1,MISS,COLORADO BLUE SPRUCE,-79.6758020252814,43.5402450863461
MULTI,10,MISS,RUSSIAN OLIVE,-79.6299267073347,43.5402470293685
CONFIR,33,MISS,NORWAY SPRUCE,-79.6757129346108,43.5402521303993
DECID,20,MISS,LINDEN,-79.6642854971671,43.540253608849
DECID,25,MISS,HONEY LOCUST,-79.6659094121623,43.540254203619
CONFIR,28,MISS,NORWAY SPRUCE,-79.6757578281694,43.5402558308215
DECID,39,MISS,NORWAY MAPLE,-79.6612088196079,43.5402593069075
CONFIR,32,MISS,DOUGLAS FIR,-79.6236463818732,43.5402627973015
DECID,23,MISS,HONEY LOCUST,-79.6647728139465,43.5402641640977
CONFIR,16,MISS,WHITE SPRUCE,-79.6404016374654,43.5402643143968
DECID,22,MISS,WHITE BIRCH,-79.6259976907697,43.5402647012579
DECID,20,MISS,HONEY LOCUST,-79.6800579883922,43.5402666368931
DECID,6,MISS,FLOWERING CRAB APPLE,-79.6235472538807,43.5402675464466
DECID,52,MISS,BLACK WALNUT,-79.6627944297822,43.5402681412771
DECID,15,MISS,NORWAY MAPLE,-79.6775013713226,43.5402686026768
DECID,55,MISS,BLACK WALNUT,-79.6637672055885,43.5402708730838
DECID,33,MISS,HONEY LOCUST,-79.6662087330985,43.5402751643694
DECID,32,MISS,NORWAY MAPLE,-79.6597281488206,43.5402794135876
DECID,18,MISS,LINDEN,-79.6285763163601,43.5402800891028
CONFIR,34,MISS,COLORADO BLUE SPRUCE,-79.6757773216111,43.5402806407845
CONFIR,16,MISS,WHITE SPRUCE,-79.6404445607241,43.5402820227358
DECID,17,MISS,NORWAY MAPLE,-79.6771820998061,43.5402824666315
MULTI,11,MISS,RUSSIAN OLIVE,-79.6298862946123,43.5402825614118
DECID,40,MISS,HONEY LOCUST,-79.6798863025403,43.5402841032715
DECID,21,MISS,HONEY LOCUST,-79.6646604375109,43.5402860820544
DECID,37,MISS,NORWAY MAPLE,-79.6577924951088,43.5402876769134
CONFIR,12,MISS,WHITE SPRUCE,-79.640456188756,43.5402878336146
CONFIR,6,MISS,COLORADO BLUE SPRUCE,-79.6263386297811,43.5402895619499
CONFIR,12,MISS,WHITE SPRUCE,-79.6405268130376,43.5402901141885
DECID,23,MISS,NORWAY MAPLE,-79.674104213037,43.5402924597081
DECID,38,MISS,SILVER MAPLE,-79.6264422706268,43.5402928244374
DECID,9,MISS,SILVER MAPLE,-79.6223001298448,43.5402933115445
CONFIR,6,MISS,COLORADO BLUE SPRUCE,-79.6263577638966,43.5402977016981
DECID,29,MISS,WHITE BIRCH,-79.6372725961911,43.5402977383782
CONFIR,12,MISS,WHITE SPRUCE,-79.6405088610238,43.540301335905
DECID,44,MISS,NORWAY SCHWENDLER MAPLE,-79.6237839757005,43.5403028113384
DECID,20,MISS,LINDEN,-79.6643030912051,43.5403032469791
CONFIR,12,MISS,WHITE SPRUCE,-79.6404912249289,43.5403040074776
DECID,6,MISS,RED OAK,-79.6575591177279,43.5403071766522
DECID,54,MISS,SUGAR MAPLE,-79.6628724835655,43.5403087717539
CONFIR,9,MISS,WHITE SPRUCE,-79.6405106163474,43.5403113513351
DECID,28,MISS,HONEY LOCUST,-79.678485310608,43.5403115859479
DECID,25,MISS,NORWAY MAPLE,-79.6382243413558,43.5403125016577
DECID,26,MISS,SUGAR MAPLE,-79.6632012669595,43.5403131997757
DECID,26,MISS,HONEY LOCUST,-79.6786839195997,43.5403138817495
MULTI,7,MISS,EASTERN WHITE CEDAR,-79.6372120683303,43.5403143046913
MULTI,16,MISS,RUSSIAN OLIVE,-79.6298591772255,43.5403158216893
DECID,30,MISS,SILVER MAPLE,-79.628362735585,43.5403158840388
DECID,35,MISS,NORWAY SCHWENDLER MAPLE,-79.6260294078393,43.5403178465092
DECID,30,PEEL,EUROPEAN ASH,-79.6724941182463,43.5403219454879
DECID,68,MISS,NORWAY MAPLE,-79.6371565225213,43.540323997209
DECID,18,MISS,WHITE ELM,-79.6295803640307,43.5403244550038
DECID,6,MISS,SERVICEBERRY,-79.6380137640342,43.5403245954184
MULTI,7,MISS,EASTERN WHITE CEDAR,-79.6372323255769,43.5403271519292
DECID,17,MISS,LINDEN,-79.665213661741,43.5403332416365
DECID,4,MISS,SUGAR MAPLE,-79.6611162928652,43.5403350282832
DECID,19,MISS,LINDEN,-79.6653014757864,43.5403362478596
DECID,31,MISS,HONEY LOCUST,-79.6650629588952,43.5403363440869
DECID,27,MISS,NORWAY MAPLE,-79.6654679488885,43.5403420631856
MULTI,26,MISS,WHITE BIRCH,-79.638284569901,43.5403422123317
DECID,39,MISS,NORWAY MAPLE,-79.6578698555521,43.5403434202137
CONFIR,35,MISS,WHITE SPRUCE,-79.6260668239606,43.5403435077007
DECID,14,MISS,EASTERN WHITE CEDAR,-79.6266177755429,43.5403476971474
DECID,17,MISS,NORWAY MAPLE,-79.6772878172429,43.5403497800815
DECID,18,MISS,BUR OAK,-79.6295072540183,43.5403499605363
DECID,28,MISS,HONEY LOCUST,-79.6656940610069,43.5403544270741
DECID,21,MISS,NORWAY MAPLE,-79.6776277064365,43.5403553330899
CONFIR,35,MISS,COLORADO BLUE SPRUCE,-79.6390769101859,43.5403562400911
MULTI,15,MISS,RUSSIAN OLIVE,-79.6298170212121,43.5403572755196
DECID,25,MISS,HONEY LOCUST,-79.6658778384317,43.5403613441922
DECID,6,MISS,OHIO BUCKEYE,-79.6740659202335,43.5403623376562
DECID,43,MISS,BLACK WALNUT,-79.6637043235186,43.5403652941249
DECID,21,MISS,HONEY LOCUST,-79.6648518463133,43.5403678240631
CONFIR,24,MISS,SCOTCH PINE,-79.629529835568,43.5403694099971
DECID,28,MISS,HONEY LOCUST,-79.6764540035715,43.5403696626691
DECID,33,MISS,HONEY LOCUST,-79.6661640297984,43.5403715269814
DECID,5,MISS,HONEY LOCUST,-79.6759499371024,43.5403721092319
DECID,29,MISS,HONEY LOCUST,-79.6762095518454,43.5403751159146
DECID,28,MISS,HONEY LOCUST,-79.6760326705573,43.5403754085276
DECID,6,MISS,ROYAL RED MAPLE,-79.6458391683142,43.5403761280824
DECID,27,PEEL,EUROPEAN ASH,-79.6725629621059,43.540377219793
CONFIR,5,MISS,COLORADO BLUE SPRUCE,-79.6265887316648,43.5403785023937
MULTI,13,MISS,EUROPEAN MOUNTAIN ASH,-79.6308911255246,43.5403798693006
DECID,7,MISS,FLOWERING CRAB APPLE,-79.6234358923052,43.5403801973892
DECID,14,MISS,NORWAY MAPLE,-79.6608688403685,43.5403809320465
CONFIR,40,MISS,COLORADO BLUE SPRUCE,-79.6240839387856,43.5403819665905
DECID,28,MISS,NORWAY MAPLE,-79.6595785192191,43.5403848980852
DECID,41,MISS,NORWAY MAPLE,-79.6380918580796,43.5403859275377
MULTI,12,MISS,RUSSIAN OLIVE,-79.629781666078,43.5403880959725
MULTI,6,MISS,BASSWOOD LINDEN,-79.6294503017774,43.5403888957733
DECID,29,MISS,RED OAK,-79.637036351257,43.5403892848715
DECID,53,MISS,BLACK WALNUT,-79.6636863572129,43.5403913412826
CONFIR,14,MISS,WHITE SPRUCE,-79.6409432787162,43.5403964524304
DECID,14,MISS,HONEY LOCUST,-79.6646486530982,43.5403993961581
DECID,26,MISS,LINDEN,-79.6261644421573,43.5403997860261
DECID,38,MISS,HONEY LOCUST,-79.6798257638957,43.5404037891174
CONFIR,5,MISS,BALSAM FIR,-79.6265518766204,43.5404044416101
DECID,27,MISS,SILVER MAPLE,-79.6284480846657,43.5404056885372
DECID,49,MISS,BLACK WALNUT,-79.6636594077544,43.5404076207504
DECID,33,MISS,HONEY LOCUST,-79.6663044311789,43.540409001463
DECID,122,MISS,RED OAK,-79.6310057845623,43.5404107759409
DECID,38,MISS,NORWAY MAPLE,-79.6577505203402,43.540411080573
DECID,35,MISS,SILVER MAPLE,-79.6282650048202,43.5404118655842
DECID,7,MISS,HONEY LOCUST,-79.6785670106169,43.5404131963502
MULTI,42,MISS,BUR OAK,-79.6294215883651,43.5404161040629
DECID,28,MISS,NORWAY MAPLE,-79.6261970170732,43.5404206168192
DECID,6,MISS,PROFUSION CRAB APPLE,-79.6627327057073,43.5404209699108
DECID,86,MISS,BUR OAK,-79.6389473344516,43.5404215078446
MULTI,21,MISS,FLOWERING CRAB APPLE,-79.6222377573552,43.540423299345
DECID,34,MISS,HONEY LOCUST,-79.6783343162968,43.5404243725995
DECID,45,MISS,SILVER MAPLE,-79.664339004021,43.5404257622959
DECID,0,MISS,AUTUMN BLAZE MAPLE,-79.6579959565868,43.5404282786837
MULTI,11,MISS,RUSSIAN OLIVE,-79.6297394834537,43.5404307199878
DECID,37,PEEL,LINDEN,-79.6727782622411,43.5404311331421
CONFIR,22,MISS,WHITE SPRUCE,-79.6410041075905,43.5404325617229
DECID,36,MISS,NORWAY MAPLE,-79.6367110843335,43.5404325877495
DECID,31,MISS,HONEY LOCUST,-79.6799660701241,43.5404346727243
DECID,23,MISS,JUNIPER,-79.6577695424653,43.5404351648064
DECID,21,MISS,HONEY LOCUST,-79.6666195671523,43.5404368987299
DECID,7,MISS,RED OAK,-79.6222076760636,43.5404397744524
CONFIR,32,MISS,AUSTRIAN PINE,-79.6624415535129,43.5404413938524
DECID,14,MISS,EUROPEAN MOUNTAIN ASH,-79.6262309971856,43.5404449760892
CONFIR,39,MISS,JACK PINE,-79.6383931552039,43.540445162077
CONFIR,27,MISS,SCOTCH PINE,-79.6595115630226,43.5404460612111
DECID,6,MISS,OHIO BUCKEYE,-79.6740286629621,43.540447084383
CONFIR,9,MISS,BALSAM FIR,-79.6265112983348,43.5404471737472
DECID,32,MISS,NORWAY MAPLE,-79.6609835448168,43.5404496264087
DECID,69,MISS,WHITE OAK,-79.6392850441205,43.5404522703948
DECID,6,MISS,ROYAL RED MAPLE,-79.6457455841532,43.5404539854441
DECID,25,MISS,NORWAY MAPLE,-79.6591904334853,43.5404541805151
DECID,35,MISS,NORWAY MAPLE,-79.6381623520412,43.5404544782168
CONFIR,24,MISS,WHITE SPRUCE,-79.6410955627918,43.5404552587787
DECID,49,MISS,BLACK WALNUT,-79.6635965256845,43.5404564591277
DECID,9,MISS,FLOWERING CHERRY,-79.6631473680425,43.5404564591277
DECID,33,MISS,NORWAY MAPLE,-79.6594327227555,43.5404570220992
DECID,19,MISS,NORWAY MAPLE,-79.6777689102545,43.5404583527008
MULTI,12,MISS,RUSSIAN OLIVE,-79.6297058891677,43.5404603009497
DECID,6,MISS,RUBY RED HORSECHESTNUT,-79.6774685797965,43.5404614731988
DECID,26,MISS,HONEY LOCUST,-79.6761841218288,43.54046252146
CONFIR,24,MISS,WHITE SPRUCE,-79.6411285659905,43.5404627643402
CONFIR,27,MISS,AUSTRIAN PINE,-79.662405030671,43.5404641971019
DECID,19,MISS,HONEY LOCUST,-79.6664349995951,43.5404658099375
DECID,41,MISS,HONEY LOCUST,-79.6764016147428,43.5404672909384
DECID,62,MISS,PIN OAK,-79.6369017628005,43.540468176771
CONFIR,18,MISS,COLORADO BLUE SPRUCE,-79.6369506348738,43.5404745221453
DECID,60,MISS,BUR OAK,-79.636577325152,43.540474662377
DECID,102,MISS,WHITE OAK,-79.6392481498262,43.5404801941484
MULTI,23,MISS,WHITE BIRCH,-79.657798114455,43.5404807008973
DECID,105,MISS,RED MAPLE,-79.6312465249447,43.5404819998682
DECID,6,MISS,GREENSPIRE LINDEN,-79.6350642356303,43.5404828969527
DECID,40,MISS,BLACK ASH,-79.675622948224,43.5404840242415
DECID,15,MISS,FLOWERING CRAB APPLE,-79.660751922566,43.5404849104142
DECID,17,MISS,JUNIPER,-79.6594386467998,43.5404857246301
DECID,41,MISS,NORWAY MAPLE,-79.6578469569961,43.5404884776474
DECID,16,MISS,NORWAY MAPLE,-79.6628348150171,43.5404905649323
MULTI,15,MISS,RUSSIAN OLIVE,-79.6296655842443,43.540491062032
DECID,21,MISS,HONEY LOCUST,-79.6784547607088,43.5404975278262
DECID,22,PEEL,LINDEN,-79.6730565116154,43.5404987427217
DECID,6,MISS,SUGAR MAPLE,-79.6633124072862,43.5404987616336
DECID,48,MISS,NORWAY MAPLE,-79.6245131494648,43.5405035549254
DECID,26,MISS,HONEY LOCUST,-79.6799291372816,43.5405049285125
DECID,34,MISS,NORWAY MAPLE,-79.6581151623531,43.5405059428294
DECID,24,MISS,NORWAY MAPLE,-79.6778355673845,43.5405063052122
DECID,40,MISS,HONEY LOCUST,-79.6617222054465,43.5405125710397
DECID,66,MISS,PIN OAK,-79.6413569168265,43.540513020226
DECID,6,MISS,TRIUMPH ELM,-79.6354141294335,43.5405148697749
DECID,6,MISS,SUGAR MAPLE,-79.6645250770092,43.5405193279282
DECID,40,MISS,SILVER MAPLE,-79.6643688330476,43.5405211041534
DECID,32,MISS,SILVER MAPLE,-79.6767890923385,43.5405211192183
MULTI,15,MISS,RUSSIAN OLIVE,-79.6296351541589,43.5405230219697
DECID,6,MISS,NATIVE HACKBERRY,-79.6382309766699,43.5405233350814
DECID,32,MISS,NORWAY MAPLE,-79.6365935068374,43.5405255484712
CONFIR,4,MISS,COLORADO BLUE SPRUCE,-79.6239272672674,43.5405276579281
DECID,61,MISS,PIN OAK,-79.6456714716919,43.5405300925162
DECID,34,PEEL,GREEN ASH,-79.6733661081783,43.5405310591413
DECID,13,MISS,RED MAPLE,-79.6281268728568,43.5405373458529
DECID,5,MISS,SUGAR MAPLE,-79.6634977110033,43.5405378563351
DECID,27,MISS,HONEY LOCUST,-79.6667531136878,43.5405383119136
MULTI,17,MISS,FRUIT TREE,-79.6368431294345,43.5405434722255
DECID,34,MISS,HONEY LOCUST,-79.679755132876,43.5405435275784
DECID,33,MISS,NORWAY MAPLE,-79.6593194187522,43.5405486157083
MULTI,12,MISS,RUSSIAN OLIVE,-79.6296031949248,43.5405514519682
DECID,51,MISS,EUROPEAN ASH,-79.6282930476509,43.5405561776585
DECID,101,MISS,BUR OAK,-79.6387075957025,43.5405583968732
DECID,31,MISS,NORWAY MAPLE,-79.6608657650504,43.5405589972594
DECID,6,MISS,RUBY RED HORSECHESTNUT,-79.6776096152961,43.5405592800618
CONFIR,31,MISS,NORWAY SPRUCE,-79.6309318068615,43.540562149329
DECID,1,MISS,UNKNOWN,-79.6281020315292,43.5405629795399
DECID,37,MISS,ENGLISH OAK,-79.6391070281251,43.5405635129295
DECID,36,MISS,NORWAY MAPLE,-79.6581958125321,43.5405640655921
DECID,6,MISS,NORWAY MAPLE,-79.6622842132369,43.5405655202184
MULTI,29,MISS,SILVER MAPLE,-79.6768658682188,43.5405704499948
DECID,28,MISS,NORWAY MAPLE,-79.6592468713745,43.5405716257325
DECID,30,MISS,HONEY LOCUST,-79.6665925707662,43.5405722757477
DECID,62,MISS,NORWAY MAPLE,-79.6385365700161,43.5405734679025
DECID,6,MISS,NATIVE HACKBERRY,-79.6382888281742,43.5405751036606
DECID,4,MISS,SERVICEBERRY,-79.624157009387,43.5405759840132
DECID,21,MISS,NORWAY MAPLE,-79.6629647177263,43.5405773532579
DECID,18,MISS,HONEY LOCUST,-79.6783470360886,43.54057867003
DECID,23,MISS,EASTERN WHITE CEDAR,-79.6315754269255,43.5405791300054
DECID,6,MISS,NORWAY MAPLE,-79.6622651835756,43.5405808746363
MULTI,14,MISS,RUSSIAN OLIVE,-79.6295696005047,43.5405810328876
DECID,6,MISS,GINKGO BILBOA,-79.6367281018474,43.5405836994518
DECID,400,MISS,LINDEN,-79.6311385978387,43.540584285253
DECID,710,MISS,PIN OAK,-79.6416284761899,43.5405848587042
DECID,30,MISS,HONEY LOCUST,-79.6781261656708,43.5405868311169
DECID,6,MISS,RED OAK,-79.6356802104206,43.5405870853129
DECID,8,MISS,NORWAY MAPLE,-79.6622503907246,43.540589345469
DECID,7,MISS,NORWAY SCHWENDLER MAPLE,-79.6263480740895,43.5405927896781
DECID,20,MISS,CHOKE CHERRY,-79.6634258457806,43.5405932063734
DECID,5,MISS,SUGAR MAPLE,-79.6633360142522,43.5405932063734
DECID,35,MISS,RED MAPLE,-79.6219568627084,43.5405938727176
DECID,6,MISS,SUGAR MAPLE,-79.664545318323,43.5405948387345
CONFIR,47,MISS,WHITE SPRUCE,-79.624873791819,43.5405978447767
DECID,9,MISS,RED OAK,-79.624782954045,43.5406026947192
DECID,38,MISS,LINDEN,-79.6390224083836,43.5406111276651
DECID,28,MISS,RED MAPLE,-79.6353197470611,43.5406127260401
CONFIR,33,MISS,WHITE SPRUCE,-79.6417870008454,43.5406138446636
DECID,29,MISS,NORWAY MAPLE,-79.6386116565146,43.5406139801996
MULTI,13,MISS,RUSSIAN OLIVE,-79.6295358007374,43.5406142129754
DECID,48,MISS,MANITOBA MAPLE,-79.6312513364069,43.5406150859039
DECID,40,MISS,SILVER MAPLE,-79.6769329429367,43.5406219194673
DECID,22,MISS,HONEY LOCUST,-79.6782797805793,43.5406260644262
DECID,16,MISS,NORWAY MAPLE,-79.660584941397,43.5406306213844
DECID,37,MISS,BLACK LOCUST,-79.6622015364352,43.5406324436682
DECID,6,MISS,REDMAN LINDEN,-79.635845859759,43.5406324723109
MULTI,8,MISS,WHITE PINE,-79.6317654479336,43.5406327279257
